Subject,Sender,Body,Label
Unauthorized access attempt detected,support@funds-transfer.com,We've detected unauthorized access. Reset your password now!,1
Account security breach detected,account@amazon-verification.com,Your account will be suspended if no action is taken within 24 hours.,1
Friendly reminder: Upcoming event,admin@paypal.com,Your invoice for this month's subscription is available in your dashboard.,0
Unauthorized access attempt detected,service@banking-alert.com,Your package delivery failed. Confirm your address.,1
Upcoming maintenance alert,no-reply@billing.com,Thanks for signing up! Here are some useful resources to get started.,0
Security update: New features available,care@verified-service.com,Friendly reminder: Your account is in good standing,0
Meeting rescheduled to next week,newsletter@company.com,Important: Policy changes you should be aware of.,0
Meeting rescheduled to next week,updates@official-source.com,Your order has been shipped. Track your package here.,0
Account activity summary available,contact@customer-support.com,Friendly reminder: Your account is in good standing,0
Upcoming maintenance alert,admin@paypal.com,Friendly reminder: Your account is in good standing,0
Your monthly bank statement is ready,newsletter@company.com,We've updated our security features. No action is required on your part.,0
Payment failed: Update your billing details,help@banking-security.com,Click the link below to verify your account immediately!,1
Team meeting scheduled for tomorrow,no-reply@billing.com,We've updated our security features. No action is required on your part.,0
Payment failed: Update your billing details,alerts@fraud-detection.com,Your package delivery failed. Confirm your address.,1
Unauthorized access attempt detected,service@banking-alert.com,Get exclusive VIP benefits now!,1
Billing confirmation for your service,team@corporate-mail.com,Join us for our upcoming webinar. Click here to register.,0
Suspicious login detected on your account,support@secure-b4nk.com,Update your billing information to avoid service interruption.,1
Urgent! Verify your account now,info@claim-reward.com,Your loan application has been pre-approved!,1
Claim your free gift card today!,support@funds-transfer.com,Your loan application has been pre-approved!,1
Upcoming maintenance alert,care@verified-service.com,Your feedback is important to us. Participate in our survey!,0
Your password will expire soon!,verification@secure-portal.com,Exclusive offer: Redeem your coupon before it expires!,1
Upcoming maintenance alert,newsletter@company.com,Your invoice for this month's subscription is available in your dashboard.,0
Billing confirmation for your service,alerts@finance-notice.com,Reminder: Your service plan has been renewed successfully.,0
Your delivery is scheduled,alerts@finance-notice.com,Your invoice for this month's subscription is available in your dashboard.,0
Unusual activity detected on your account,admin@paypal-security.com,We've detected unauthorized access. Reset your password now!,1
Welcome to our service!,admin@paypal.com,Your order has been shipped. Track your package here.,0
Confirm your identity to prevent deactivation,urgent@finance-support.com,Your package delivery failed. Confirm your address.,1
Your delivery is scheduled,alerts@finance-notice.com,Important: Policy changes you should be aware of.,0
Suspicious login detected on your account,security@facebook-help.com,Your account will be suspended if no action is taken within 24 hours.,1
Confirm your identity to prevent deactivation,account@amazon-verification.com,Update your billing information to avoid service interruption.,1
Payment failed: Update your billing details,info@claim-reward.com,Suspicious login detected: Secure your account now!,1
Your order has been canceled,lottery@big-win.com,Exclusive offer: Redeem your coupon before it expires!,1
We appreciate your feedback!,service@trusted-payment.com,We have received your support request,0
Unusual activity detected on your account,support@funds-transfer.com,Your loan application has been pre-approved!,1
Your monthly bank statement is ready,team@corporate-mail.com,Join us for our upcoming webinar. Click here to register.,0
Suspicious login detected on your account,service@order-cancellation.com,Security alert: Your password has been compromised,1
